logFC AveExpr t P.Value adj.P.Val B Entrez_Gene_ID
BMI1 -0.2590707 8.839352 -3.842867 0.0002148419 0.00189391 -0.1024739599 648
BMP1 -0.083259313 6.355996 -1.65812135 0.475832433333335 0.639015916666831 -1.76425784401667 649
BMP10 0.02250905 5.906531 0.8800741 0.3809497 0.6710423 -6.6064963653 27302
BMP15 0.01406901 6.026626 0.5184608 0.6052933 0.8299258 -6.8584650488 9210
BMP2 -0.2488407 6.631213 -4.830256 4.974971e-06 6.520536e-05 3.4908144717 650
BMP2K -0.00531007466666667 6.18008566666667 -0.177131766666667 0.7732788 0.911738633333333 -6.94715208926667 55589
BMP2KL 0.003199173 6.152038 0.1172951 0.9068638 0.9680477 -6.9860262243 347359
BMP3 0.04883547 6.041804 1.469442 0.1448824 0.3905623 -5.9231169989 651
BMP4 -0.172107896666667 6.835805 -0.792111333333333 0.149409731656667 0.331513933996667 -2.9262834872 652
BMP5 -0.4083231 6.3022 -4.570121 1.408592e-05 0.0001662159 2.4913274572 653
BMP6 0.03724179 6.351317 0.6953606 0.4884577 0.7539289 -6.7513252988 654
BMP7 -0.07668185 6.230451 -1.949029 0.05412108 0.1982457 -5.1261168051 655
BMP8A -0.02433303 6.015291 -0.9887715 0.3251845 0.6193564 -6.505649083 353500
BMP8B 0.03940039 6.10179 1.346431 0.1812369 0.4469782 -6.0931724218 656
BMPER 0.008529757 5.925812 0.2979954 0.7663309 0.9104928 -6.9484586997 168667
BMPR1A -0.09168066 7.018614 -1.54306225 0.3026086504 0.416736261 -3.86830988255 657
BMPR1B 0.1270616 6.251871 2.567432 0.01174045 0.0596425 -3.7974032499 658
BMPR2 -0.2347492 7.587307 -3.8833825 0.00020601465 0.0018026895 0.0391702457 659
BMS1 0.011103175 7.679001 -0.135704 0.24300295 0.52466075 -6.28537494265 9790
BMX 0.00401297333333333 6.012411 0.0844425333333333 0.328755793333333 0.574210166666667 -6.292466219 660
BNC1 -0.000222723799999999 6.0189908 -0.0958785 0.408407736 0.60762512 -6.31996534378 646
BNC2 -0.4786102 6.945643 -8.844689 3.59482e-14 2.645918e-12 21.8001089505 54796
BNIP1 0.05499375 6.9494965 1.4120405 0.177982395 0.422202 -5.96517570315 662
BNIP2 -0.1636933 8.498838 -2.54567 0.01244889 0.06247815 -3.8496559571 663
BNIP3 0.2826222 10.569927 3.463016 0.0007903785 0.005940598 -1.325729832 664
BNIP3L -0.3047544 8.928382 -3.789985 0.000258912 0.002236213 -0.278512204 665
BNIPL -0.3471416695 6.5288335 -2.86250685 0.373663600000001 0.546678700000098 0.969321393725 149428
BOAT 0.04822756 6.277796 1.0652996 0.32666893 0.45257304 -5.30600365885 342371
BOC -0.2972833 6.89779 -4.690802 8.726612e-06 0.000108474 2.950656264 91653
BOK -0.16942 7.876562 -2.380005 0.01922704 0.08897879 -4.2345709107 666
BOLA1 -0.008639292 6.202732 -0.2782406 0.7814078 0.9166478 -6.9541555452 51027
BOLA2 0.371568016666667 7.84142183333333 7.4063585 0.0032894527144219 0.0164788112950734 16.4356446839667 552900
BOLA3 0.196223836666667 8.76351566666667 2.56531056666667 0.188470792623333 0.269084653166667 -1.67081230613333 388962
BOLL 0.017320608 5.94366025 0.740413025 0.43798435 0.6682823 -6.517333781575 66037
BOP1 0.5863931 8.581287 8.54585 1.598435e-13 1.015236e-11 20.3333286141 23246
BP75 0.05238999 6.384948 1.331309 0.1861438 0.4541931 -6.1130913339 NA
BPESC1 0.06724235 6.199065 2.35383 0.02055585 0.09402815 -4.2932815487 60467
BPGM -0.0115439286666667 6.26515533333333 -0.4023062 0.636485233333333 0.8226907 -6.81229056363333 669
BPHL 0.4948091 9.4077 6.693849 1.319517e-09 3.774081e-08 11.489292001 670
BPI -0.01780769 6.13814 -0.6034063 0.5476179 0.7944036 -6.8108862886 671
BPIL1 0.1348672 6.000166 3.132007 0.002283049 0.0149838 -2.3098646146 80341
BPIL2 0.01471365 5.980297 0.6828643 0.4962869 0.7593733 -6.7599102195 254240
BPIL3 0.03311673 5.932231 1.518806 0.1319974 0.3684416 -5.8508756353 128859
BPNT1 0.1782821 6.589244 3.902203 0.0001739194 0.001566949 0.0971835698 10380
BPTF -0.07648331 6.1737005 -2.8499 0.06672487485 0.18586518685 -2.3874039282 2186
BPY2 -0.000400683 5.933059 -0.0198504 0.8520972 0.9457806 -6.97521371335 9083
BPY2B -0.01956887 6.098077 -0.7370282 0.4628477 0.7363716 -6.7215864658 442867
BRAF 0.1571522 6.361829 4.098158 8.531532e-05 0.0008288261 0.7722404796 673
BRAP -0.006467702 6.025373 -0.156673 0.8758215 0.9565069 -6.9806237005 8315
BRCA1 0.0193411695 6.09396975 0.786880675 0.545270235 0.692457225 -6.423096485875 672
BRCA2 -0.00342395 6.003576 -0.1455135 0.8846012 0.9598898 -6.9823123837 675
BRCC3 0.2722099 7.192891 5.529508 2.614619e-07 4.562641e-06 6.3373533517 79184
BRD1 0.01762529 7.371347 0.4503871 0.6534158 0.8557668 -6.8914200754 23774
BRD2 0.1960926 10.681552 2.872952 0.004975708 0.02915901 -3.0233866406 6046
BRD3 0.6081169 8.885934 4.221591 5.387663e-05 0.0005506735 1.2094541232 8019
BRD4 -0.00731926666666667 6.075639 -0.3986209 0.381912533333333 0.6363257 -6.47508156753333 23476
BRD7 -0.06935672 7.9408705 -1.3892219 0.25894677 0.45463925 -5.82148039355 29117
BRD8 0.0273535566666667 7.320797 0.325653633333333 0.339100046666667 0.5100724 -5.98192412563333 10902
BRD9 -0.0243756 7.8126275 0.0903984999999999 0.092724455 0.28936775 -5.5552619589 65980
BRDG1 -0.02599062 5.964175 -0.6411875 0.5228819 0.777305 -6.7874266433 26228
BRDT 0.03500832 5.84941 1.575207 0.230833973333333 0.395105143333333 -5.47048318996667 676
BRE -0.04430966 7.706866 -1.7908607 0.144034064456667 0.2788319474 -3.52608660303333 9577
BRF1 0.0475563116666667 6.435325 1.3839255 0.339869016666667 0.4456781 -5.63630300773333 2972
BRF2 -0.05980049 8.665876 -0.8474932 0.3987637 0.6870406 -6.6344758186 55290
BRI3 0.3321451 10.386944 3.974282 0.0001341753 0.001239867 0.3427229036 25798
BRI3BP 0.1084312015 6.54888725 1.8399741325 0.3544596633925 0.4978921407575 -3.9733310543 140707
BRIP1 0.005811176 5.982334 0.2250696 0.8223889 0.9344082 -6.9675509424 83990
BRMS1 -0.03805153 8.9534935 -0.68707 0.43203013 0.6061305 -6.2803148385 25855
BRMS1L -0.111867225 6.782589 -2.3837995 0.1581464992 0.306395771 -3.43250087655 84312
BRP44 0.6560989 10.28001 8.005997 2.325567e-12 1.159257e-10 17.7030725405 25874
BRP44L -0.18887535 8.349893 -2.91043 0.0044616245 0.02662569 -2.9232685122 51660
BRPF1 -0.0919019 8.6170475 -2.2639515 0.025758045 0.1126221 -4.49045377885 7862
BRPF3 0.2342997 8.119988 4.176524 6.378313e-05 0.0006402263 1.0487723287 27154
BRS3 -0.0429999 5.992337 -2.088474 0.03932001 0.1563161 -4.8553705185 680
BRSK1 -0.4440123 8.829169 -4.876183 4.126262e-06 5.504549e-05 3.670840287 84446
BRSK2 0.1335074 6.097195 3.298941 0.001349181 0.009497955 -1.8234295504 9024
BRUNOL4 -0.01071837188 5.998243 -0.36714673125 0.559152775 0.762456375 -6.7062049191 56853
BRUNOL5 0.00579026 6.147977 0.2276888 0.8203576 0.9337285 -6.9669572836 60680
BRUNOL6 -0.1096514 6.585999 -2.550955 0.01227341 0.06179508 -3.8370031951 60677
BRWD1 -0.004573896 6.6240468 0.22202302 0.204352272 0.35928284 -5.48757237838 54014
BRWD2 -0.03078445 7.062571 -0.88818125 0.43169265 0.65347775 -6.4812360173 55717
BRWD3 -0.02533611 5.936869 -1.132202 0.2602832 0.5494793 -6.355009521 254065
BSCL2 0.03546925 9.729348 0.5980811 0.5511511 0.7963954 -6.8140791872 26580
BSDC1 0.1529731 9.179559 2.46913 0.01525593 0.0738098 -4.03033613 55108
BSG 0.08471237 8.51418 1.69494 0.106021365 0.30306595 -5.53756517605 682
BSN 0.124973 6.425704 2.122373 0.03630047 0.1473338 -4.78696229 8927
BSND -0.001361853 6.084088 -0.06572484 0.9477294 0.9816463 -6.9907532264 7809
BST1 -0.08742734 6.177027 -3.48636 0.0007314515 0.00555693 -1.2533766187 683
BST2 -0.7689981 8.336303 -7.70397 1.02591e-11 4.545774e-10 16.2463789285 684
BTAF1 -0.1213313 9.219665 -1.893873 0.0611601 0.2170833 -5.2284340518 9044
BTBD1 0.05395375 6.2626195 1.62665045 0.194021085705 0.33905062785 -2.88362501895 53339
BTBD10 -0.07056654 6.999638 -1.420955 0.1584707 0.4126259 -5.9918504207 84280
BTBD11 -0.001576888 6.55423075 0.054571225 0.5513018 0.731400925 -6.61339755205 121551
BTBD12 -0.009950858 6.94951 -0.1887011 0.8507132 0.944604 -6.9750848874 84464
BTBD14A -0.06907195 6.599404 -1.760766 0.08136486 0.2654624 -5.4640665019 138151
BTBD14B 0.02470658 6.171424 0.8879631 0.3767121 0.6670961 -6.5995653686 112939
BTBD15 0.04656511 6.307259 1.610306 0.110514 0.3276094 -5.7109588538 29068
BTBD16 -0.09255849 6.315577 -2.183513 0.03135963 0.1316339 -4.6610460544 118663
BTBD3 -0.109407616666667 6.80322233333333 -2.4208845 0.182781964 0.270183923333333 -3.42629608923333 22903
BTBD6 0.06291728 8.776774 0.7152846 0.4761161 0.7457644 -6.7373188696 90135
BTBD7 -0.00979010066666666 6.858393 -0.299557256666667 0.383918183333333 0.5196597 -5.92184264836667 55727
BTBD8 -0.0163858915 5.949099 -0.7514364 0.52383035 0.70297 -6.5488879788 284697
BTBD9 -0.03256777 6.254558 -1.307204 0.1941704 0.4655192 -6.1443930862 114781
BTC -0.03109613 6.768842 -0.6535071 0.5149438 0.7712901 -6.7794715453 685
BTD 0.1546253 8.010536 2.589499 0.01105932 0.05672127 -3.74401869 686
BTF3 0.05561893 10.431073 0.803770866666667 0.485505833333333 0.691388233333333 -6.5345394338 689
BTF3L4 0.18751665 7.7686195 3.435124 0.01134470862 0.0509477442 -0.9720613101 91408
BTG1 -0.1667348 10.29633 -1.875896 0.06361465 0.2232547 -5.2611935266 694
BTG2 -0.4163758 10.761035 -3.105388 0.002478543 0.01610347 -2.3855271107 7832
BTG3 -0.543393 7.507092 -8.150484 6.971508699455e-10 1.9858209423625e-08 18.5275373255 10950
BTG4 -0.04499763 5.916362 -1.970184 0.05160971 0.191673 -5.0861527744 54766
BTK -0.1296605 6.261028 -2.983416 0.003589449 0.02213638 -2.7254026333 695
BTLA 0.000934755 6.2050485 0.001054 0.6230443 0.83907035 -6.8712878912 151888
BTN1A1 -0.03636803 5.876873 -1.548609 0.1246655 0.35492 -5.8061578264 696
BTN2A1 -0.196815125 6.6671065 -2.9414945 0.154014100240001 0.30109670746582 3.0041863318 11120
BTN2A2 -0.06673608 6.194247 -2.29039585 0.28361112455 0.4038361375 -3.1871723866 10385
BTN2A3 -0.009954536 5.95643 -0.4048105 0.6864898 0.872161 -6.9109062375 54718
BTN3A1 -0.071400715 6.640054 -0.9558398 0.303313865 0.448582045 -5.45944843755 11119
BTN3A2 -0.092130325 6.73588 -0.8003015 0.1533621855 0.320534 -5.02293337005 11118
BTN3A3 -0.03361487 6.512719 -0.8723641 0.3851198 0.6744726 -6.6132113413 10384
BTNL2 0.2466531 6.247682 5.730642 1.08133e-07 2.037523e-06 7.1943787434 56244
BTNL3 -0.01843198625 5.99611475 -0.6979469425 0.4387595825 0.60855145 -6.179368399325 10917
BTNL8 0.0067574245 5.842298 0.30850486 0.7635644 0.901113 -6.92295639965 79908
BTNL9 -0.02279246 6.057059 -0.872432 0.385083 0.6744567 -6.6131524855 153579
BTRC 0.0208960605 6.333452 0.4270936 0.68192235 0.85467765 -6.8637286089 8945
BUB1 0.1100896 5.987249 2.958711 0.003864246 0.02359775 -2.7928622643 699
BUB1B 0.0595781 5.97236 2.201994 0.02998634 0.1270704 -4.6223467913 701
BUB3 0.09172592125 7.5246795 1.875687 0.332186033985 0.4296000404 -3.2935495745 9184
BUD13 -0.01032259 6.926679 -0.2707681 0.7871329 0.9193518 -6.9562087797 84811
BUD31 0.05511878 9.791448 0.7003306 0.4853628 0.7520866 -6.7478680451 8896
BVES -0.171342233333333 6.46125966666667 -2.32647203333333 0.33444273357452 0.508313873941263 -0.481846267066666 11149
BXDC1 0.4978039 9.630952 5.739215 1.041057e-07 1.970799e-06 7.2312524842 84154
BXDC2 0.129501605 7.5456945 2.894807 0.110592624485 0.2506311085 -1.8961200372 55299
BXDC5 0.09156255 6.772568 2.335251 0.0215478 0.09761114 -4.3346041542 80135
BYSL 0.3489751 7.74423 7.352067 5.68948e-11 2.154121e-09 14.5665899488 705
BZRAP1 -0.1044063 8.046541 -1.769714 0.07985261 0.262145 -5.4487303128 9256
BZRPL1 0.0226841 5.872167 1.027976 0.3064653 0.6005619 -6.4664533087 222642
BZW1 0.0111936893333333 6.06720133333333 0.471925153333333 0.527142066666667 0.7399678 -6.66397664495 9689
BZW2 0.5427692 8.576552 7.055973 2.365769e-10 7.835222e-09 13.1706713223 28969
C10orf10 0.1495267 7.538298 1.247188 0.2152699 0.4939541 -6.2199235895 11067
C10orf104 -0.08554876 7.674517 -1.047732 0.2973125 0.5913432 -6.4461366351 119504
C10orf107 -0.06673983 6.319731 -1.57716 0.1179477 0.3423452 -5.7625422347 219621
C10orf108 -0.05823382 6.143705 -1.748513 0.0834739 0.2703123 -5.484949127 414235
C10orf109 0.0003384676 6.047504 0.01117907 0.9911031 0.9964486 -6.9928542357 642394
C10orf11 0.170908 6.798518 2.625477 0.01002497 0.05231524 -3.6561314466 83938
C10orf110 -0.008264948 6.170334 -0.3612501 0.718682 0.8880531 -6.9275953531 55853
C10orf111 0.109431 6.23024 2.873564 0.004966828 0.02911189 -3.0217616433 221060
C10orf113 0.006779246 5.941672 0.2734148 0.7851038 0.9183516 -6.9554879307 387638
C10orf114 -0.01302662 5.925266 -0.4167436 0.6777679 0.8674567 -6.9060042803 399726
C10orf115 0.00219053 5.731284 0.08153549 0.9351807 0.9766999 -6.9895871161 387642
C10orf116 -0.9167412 11.881176 -7.437757 3.755754e-11 1.489201e-09 14.9736923806 10974
C10orf118 0.02331198 6.09923 0.4974102 0.6200024 0.8375265 -6.869148009 55088
C10orf119 0.0372176 6.589428 1.031528 0.3048058 0.5991086 -6.4628281533 79892
C10orf12 0.01672985 6.130702 0.6464747 0.5194673 0.7748214 -6.7840309139 26148
C10orf120 0.01218543 5.910544 0.5862128 0.5590662 0.8016413 -6.8210942295 399814
C10orf122 -0.02692367 6.042309 -1.292932 0.1990425 0.4722661 -6.1626649219 387718
C10orf125 -0.05413373 6.455734 -1.217592 0.2262721 0.5080857 -6.2559045777 282969
C10orf128 0.02155444 6.146231 0.7555312 0.4517235 0.7282256 -6.7078319606 170371
C10orf129 -0.013234394 6.0253035 -0.44549395 0.6660248 0.84908245 -6.8652474419 142827
C10orf132 -0.005603206 6.082799 -0.1856925 0.8530657 0.9456669 -6.9756488735 401647
C10orf136 -0.01500004 6.221087 -0.5901921 0.5564061 0.7997362 -6.8187577069 414260
C10orf137 0.4212594 7.084314 6.118132 1.898473e-08 4.254468e-07 8.8870273008 26098
C10orf141 -0.12947781 6.211692 -2.65097545 0.215680260687855 0.3565835865721 1.0451161679 642938
C10orf18 0.01546275 6.254101 0.5071808 0.6131555 0.8338772 -6.864244299 54906
C10orf2 0.2800702 6.770295 5.537683 2.523174e-07 4.415735e-06 6.371880175 56652
C10orf21 -0.01214779 5.969185 -0.5377791 0.591936 0.8212996 -6.8482737613 414194
C10orf25 0.01253795 5.851456 0.5527913 0.5816519 0.8152025 -6.8400983135 220979
C10orf26 0.1000052 7.53767 0.7847973 0.4344457 0.7155991 -6.6853883798 54838
C10orf27 0.007911508 6.087896 0.3567778 0.7220172 0.8896887 -6.9292016665 219793
C10orf28 -0.08129827 6.559666 -1.71668 0.0891637 0.2840488 -5.5385593602 27291
C10orf30 -0.02702612 6.079198 -1.046625 0.2978203 0.5920068 -6.4472848628 222389
C10orf31 0.00693136 6.122576 0.2750969 0.7838149 0.9179601 -6.9550261366 414196
C10orf32 0.043948165 8.2725695 0.3441862 0.39968985 0.65603975 -6.5339189846 119032
C10orf33 0.4623246 8.607567 5.278954 7.689307e-07 1.22415e-05 5.2924763349 84795
C10orf35 0.1125171 8.386912 2.207303 0.02960166 0.1258019 -4.6111749308 219738
C10orf37 -0.020628075 5.9333825 -0.78167835 0.47908015 0.70039605 -6.59259984415 221017
C10orf38 0.3807077 9.772945 4.633973 1.094332e-05 0.0001330371 2.7334005373 221061
C10orf39 -0.1427653 7.639997 -1.752752 0.0827391 0.2686122 -5.4777387822 282973
C10orf4 -0.016833796 6.0880132 -0.69392612 0.42705435 0.6252172 -6.29145760684 118924
C10orf41 0.1172177 6.782239 2.282692 0.02458662 0.1083995 -4.4499116518 283065
C10orf46 0.1070313 6.050169 4.231748 5.185767e-05 0.0005326112 1.2458332981 143384
C10orf47 0.06212807 7.453632 0.7748811 0.48841955 0.7017102 -6.5850046297 254427
C10orf49 0.01073661 5.988277 0.4575056 0.6483098 0.8528897 -6.8881897895 221044
C10orf51 -0.04262018 6.153453 -1.309117 0.1935241 0.4645877 -6.1419290149 387644
C10orf53 0.00587079775 5.99152625 0.198731425 0.4666601 0.7176901 -6.66108300075 282966
C10orf54 -0.481583 7.087309 -7.543896 2.241601e-11 9.369276e-10 15.4797205397 64115
C10orf55 0.02006952 5.978086 0.7359221 0.4635175 0.7367699 -6.7223979908 414236
C10orf56 -0.5832447 9.251266 -8.396185 3.366798e-13 2.014778e-11 19.6012833824 219654
C10orf57 0.1004799 8.531611 1.186065 0.2384342 0.5233612 -6.2933104263 80195
C10orf58 -0.16953915 10.5399105 -2.0445535 0.070219615 0.2116783 -4.82743598075 84293
C10orf59 0.067562086 6.748591 0.7787425 0.379475435 0.582524175 -6.229378574725 55328
C10orf6 -0.3790438 9.897656 -4.738283 7.214342e-06 9.135663e-05 3.1334580299 55719
C10orf61 0.0934549663333333 6.798989 1.07943306666667 0.565430411666667 0.63254044 -5.308626134 26123
C10orf62 -0.003199122 5.935503 -0.1427285 0.8867946 0.9608612 -6.9827143772 414157
C10orf63 0.01883844 6.136749 0.7383087 0.4716708 0.73215215 -6.69937969615 219670
C10orf64 -0.005473053 6.102078 -0.222935 0.8240452 0.9346881 -6.9680296886 159491
C10orf65 -0.2080492 6.09684 -6.295578 8.427067e-09 2.030677e-07 9.6787696254 112817
C10orf67 0.01667399 5.859963 0.8970307 0.3718779 0.6630325 -6.5915236174 256815
C10orf68 0.05568025 6.037074 2.097639 0.03848298 0.1538434 -4.8369741348 79741
C10orf71 0.02371488 5.898446 1.149441 0.2531425 0.5414054 -6.3355666826 118461
C10orf72 -0.06773592 6.14292666666667 -1.920382 0.156757445466003 0.344089121206833 -1.42889980986667 196740
C10orf73 -0.009381026 6.315316 -0.2376449 0.8126475 0.9304995 -6.9646380646 170370
C10orf76 -0.0502781235 7.3952605 -1.28078755 0.352401215 0.50379735 -5.83285085005 79591
C10orf78 0.001385695 6.4118775 -0.2254459 0.4525724 0.71583415 -6.6691622927 119392
C10orf79 0.05883678 6.07808 2.068793 0.04117052 0.1618478 -4.8946237177 80217
C10orf81 0.2033275 6.73979 2.551377 0.01225948 0.06175052 -3.8359909738 79949
C10orf82 -0.01988651 6.01418 -0.5257426 0.6002423 0.8267678 -6.8546670871 143379
C10orf83 0.07205076 6.532266 1.713428 0.08976247 0.2853865 -5.5439844488 118812
C10orf84 -0.02184087 6.517254 -0.6011836 0.5490913 0.7950948 -6.8122224015 63877
C10orf85 -0.00683421 6.194935 -0.1955977 0.8453258 0.9427504 -6.9737578938 404216
C10orf88 0.04717678 6.187972 1.598858 0.1130379 0.3323976 -5.7288905527 80007
C10orf90 0.002200454 5.874287 0.08600101 0.9316392 0.9754282 -6.9892124205 118611
C10orf91 -0.011079198 6.0356735 -0.4172343 0.50357455 0.72301395 -6.63975767065 170393
C10orf92 0.01489562 6.207635 0.5424425 0.5887322 0.8193797 -6.8457580719 54777
C10orf93 0.02364267 5.90903333333333 1.01332546666667 0.3437649 0.602540366666667 -6.41792529923333 255352
C10orf95 0.1454917 6.196156 4.819364 5.199901e-06 6.78077e-05 3.4482709426 79946
C10orf96 0.0111215 5.936234 0.4818757 0.6309574 0.842882 -6.8767490876 374355
C10orf97 0.09229892 8.000559 1.313933 0.1919041 0.4622038 -6.1357100949 80013
C10orf99 -0.03064448 6.150239 -0.9695152 0.33465 0.6283826 -6.5243541415 387695
C11orf1 0.091886795 7.6406475 1.564662 0.153223375 0.3657319 -5.6979661969 64776
C11orf10 0.2764307 11.987223 6.490523 3.417791e-09 8.993097e-08 10.5594888076 746
C11orf16 -0.01004354 6.021837 -0.3481662 0.7284543 0.8924895 -6.9322384736 56673
C11orf17 -0.1463774408 7.1899258 -2.53443132 0.245287758303234 0.3283846637968 -1.1544310703 56672
C11orf2 0.1847376 10.856525 2.172554 0.03219961 0.1343041 -4.683855194 738
C11orf24 0.05759989 7.180159 1.564088 0.1209868 0.3479898 -5.7826056083 53838
C11orf30 0.02654152 6.331855 0.8927812 0.3741385 0.6651048 -6.5953023012 56946
C11orf31 -0.01752454 6.827809 -0.4533053 0.6513205 0.8545399 -6.8901019234 280636
C11orf34 -0.007389867 6.0390135 -0.38499775 0.71253295 0.86866215 -6.8780689653 349633
C11orf35 0.1955905 6.888274 3.98618 0.0001285137 0.00119276 0.3835653715 256329
C11orf36 -0.01786752 5.960929 -0.9380576 0.3504969 0.6435101 -6.5541344836 283303
C11orf37 0.02224375 5.974083 0.9534809 0.3426679 0.636131 -6.5396540117 440072
C11orf38 0.042925755 6.3438165 1.38546665 0.38605717 0.49057681 -5.49806285295 399967
C11orf39 -0.006099878 5.923846 -0.2372135 0.8129812 0.9306721 -6.9647406039 399980
C11orf40 -0.0213155 5.889425 -0.9675984 0.335602 0.6295141 -6.5261963114 143501
C11orf41 -0.0160380545 6.0015285 -0.627923235 0.5985562 0.7480814 -6.62225865115 25758
C11orf42 -0.01951476 5.970816 -0.9089001 0.3656094 0.6574586 -6.5808756177 160298
C11orf44 0.04873103 6.03028 1.779843 0.07816882 0.2583713 -5.4312818471 283171
C11orf45 -0.194363 6.377589 -6.116426 1.913274e-08 4.279752e-07 8.8794610726 219833
C11orf46 -0.2354159 7.609414 -2.826654 0.005691163 0.03269043 -3.1454568103 120534
C11orf47 -0.045292275 6.2441185 -1.72631455 0.4330780615 0.4802938185 -4.42626532085 283294
C11orf48 0.2189864 8.666955 3.246247 0.001596043 0.01099712 -1.9791781319 79081
C11orf49 0.004201599425 6.1954325 0.00625324999999999 0.54489 0.742631975 -6.65386227205 79096
C11orf51 -0.04929279 6.938347 -1.081565 0.2820724 0.5741282 -6.4104648436 25906
C11orf52 0.1671799 7.428918 2.244404 0.02703169 0.1170679 -4.5324230558 91894
C11orf53 0.006774505 5.980521 0.26944 0.7881517 0.9197246 -6.9565678713 341032
C11orf54 0.037568835 8.594873 0.48475125 0.4918692 0.7009748 -6.5781042159 28970
C11orf55 0.020070095 6.0458975 0.55259495 0.3435858 0.56359345 -6.24367852425 399879
C11orf56 0.00334275 8.645763 0.06329422 0.9496598 0.9820941 -6.9909102919 84067
C11orf57 0.1565199 6.860124 3.68345 0.0003751435 0.003101883 -0.6276077938 55216
C11orf58 -0.0265041 5.966196 -1.043172 0.2994083 0.5935946 -6.4508591531 10944
