GENE logFC AveExpr t P.Value adj.P.Val B
GADD45A 1647 -0.2903255 9.2395624 -1.044503 0.3364944 0.634570443 -6.289139682
GADD45B 4616 -0.7062142 9.46533235 -1.986471 0.09778924 0.314741562 -5.1198676395
GADD45G 10912 1.846455 10.4469628 3.679966 0.01033002 0.087654288 -2.817179583
GADD45GIP1 90480 0.08181358 11.6709082 0.411084 0.6952893 0.86601057 -6.770939486
GAFA1 100131227 0.1180484 0.6958174 0.6563077 0.5359681 0.785667925 -6.627122062
GAFA2 100130322 -0.1983048 1.1525778 -0.2269214 0.8280184 0.924322099 -6.837515713
GAFA3 100128236 -0.6312881 3.4654975 -1.029716 0.3428501 0.640788671 -6.30412128
GAGE1 2543 0.8305218 1.0760667 1.905464 0.1053657 0.330392384 -5.233322002
GAGE3 2575 -0.05509147 1.059934 -0.08124177 0.9378918 0.973235664 -6.8632987
GAGE7 2579 -0.2533661 3.7701822 -0.7213346 0.4978347 0.763570374 -6.579256878
GAK 2580 0.1426865 9.77662065 0.65582715 0.5368212 0.7854781385 -6.626235902
GAL 51083 1.661607 7.3830369 0.7486081 0.4823953 0.752948132 -6.558051331
GAL3ST1 9514 -1.285276 5.9773415 -2.879234 0.02808402 0.154208615 -3.88080986
GAL3ST2 64090 -0.4353364 1.1651258 -0.8960657 0.4047301 0.698658882 -6.43250293
GAL3ST3 89792 0.1577845 3.8923653 0.4421327 0.6738832 0.857764832 -6.756106029
GAL3ST4 79690 0.2011763 3.2294576 0.815262 0.4460677 0.72916997 -6.503523042
GALC 2581 -1.7189685 6.10389245 -3.2367305 0.0307106045 0.147569111 -3.4398123095
GALE 2582 0.4087958 7.8866388 0.7740977 0.4682665 0.74459254 -6.537645898
GALK1 2584 -0.6298135 7.7919868 -1.815369 0.1193809 0.355960337 -5.355256796
GALK2 2585 0.1943366 10.2638283 0.5921347 0.5753777 0.806169866 -6.670503428
GALM 130589 -0.63832395 7.8021713 -1.1105675 0.31021445 0.606580191 -6.2190540355
GALNAC4S-6ST 51363 -2.058325 8.4773624 -4.049399 0.006729886 0.07014258 -2.357079082
GALNS 2588 -0.7096116 7.3942822 -2.335632 0.05818814 0.234918291 -4.637369638
GALNT1 2589 -0.314134 8.6281458 -1.319985 0.2349597 0.521633577 -5.98558024
GALNT10 55568 0.2779311505 5.787346075 0.68765256 0.6036488 0.7498905525 -6.391215973
GALNT11 63917 -0.01705117 9.7261251 -0.049930825 0.96180385 0.983462009 -6.8655178345
GALNT12 79695 -2.251513 6.2129157 -2.245766 0.06582058 0.253024211 -4.762951703
GALNT13 114805 -0.05475555 1.01590065 0.11897585 0.62360565 0.830339831 -6.7067090535
GALNT14 79623 -2.884061 6.6005978 -12.62259 1.513777e-05 0.008596569 3.869600779
GALNT2 2590 -0.05821289 8.2985889 -0.2156739 0.8363864 0.928529724 -6.840365175
GALNT3 2591 -1.471217 7.9643452 -1.209394 0.2719956 0.56439019 -6.112644596
GALNT4 8693 -1.1889545 3.84650605 -3.702737 0.0100590785 0.086359237 -2.7882593535
GALNT5 11227 -1.454534 2.6151802 -4.7625 0.003117877 0.04697163 -1.529184789
GALNT6 11226 -0.9785651 3.6617667 -3.544851 0.01214624 0.096198332 -2.990620458
GALNT7 51809 1.015301 11.4512052 2.886522 0.02781782 0.153420601 -3.870789263
GALNT8 26290 -0.1043529 2.2441324 -0.1060876 0.9189707 0.96408667 -6.860616584
GALNT9 50614 -0.5922617 4.0940688 -0.9016523 0.401982 0.696318101 -6.427401948
GALNTL1 57452 0.0532627 8.2945291 0.07316983 0.9440491 0.976120248 -6.864017309
GALNTL2 117248 -0.08740858 5.0038606 -0.2058437 0.8437193 0.931476506 -6.84273879
GALNTL4 374378 -0.4969412 6.4158609 -1.5133499 0.32881602 0.4711697945 -4.883930717
GALNTL5 168391 0.1523043 1.66456 0.2455299 0.8142285 0.918301709 -6.832489144
GALP 85569 0.36835 1.7553422 0.2903665 0.7813099 0.902734989 -6.818788896
GALR1 2587 -3.835559 2.5562142 -8.112945 0.0001881652 0.012511459 1.435467594
GALR2 8811 -1.258551 1.4352913 -4.816762 0.002949333 0.045560824 -1.46941707
GALR3 8484 0.2558131 14.3901989 1.313159 0.2371093 0.52454668 -5.993604404
GALT 2592 -0.02853759 10.09613935 -0.16650995 0.7492545 0.888838055 -6.785958094
GAMT 2593 0.20807025 10.4287462 0.61243295 0.56273735 0.800007157 -6.6571789745
GAN 8139 -0.6453938 5.5307196 -2.018284 0.09011159 0.300717111 -5.078757636
GANAB 23193 0.18428038 8.7120052 0.8844393 0.49157335 0.683710741 -6.2942324225
GAP43 2596 -0.3948861 1.2508764 -0.260276 0.8033521 0.913542015 -6.828230473
GAPDH 2597 0.53334883 13.29566088 2.7122263 0.03566378 0.1763787437 -4.1122337436
GAPDHS 26330 0.2315901 0.533603 1.142289 0.2968575 0.592753649 -6.186476033
GAPT 202309 -0.29629995 1.88188805 -0.8599753 0.217691895 0.438821204 -5.319505139
GAPVD1 26130 -0.3976328 7.81208782 -1.79472938 0.210377962 0.4083411426 -5.2803954242
GAR1 54433 -0.06214019 11.5730814 -0.2937193 0.7788671 0.90165111 -6.817674709
GARNL1 253959 -0.09907194 5.65902802 -0.9282268 0.4188190418 0.62018065 -5.669687379
GARNL3 84253 0.284540746666667 6.19766556666667 0.470905346666667 0.6855285 0.837359769333333 -6.65909135233333
GARNL4 23108 -0.23672988 4.67833395 -0.371665605 0.68212205 0.845070987 -6.673932244
GARS 2617 0.946744 7.9646628 3.964269 0.007414552 0.073532947 -2.461231709
GART 2618 0.732127566666667 7.089448 2.38687666666667 0.05925941 0.232570954 -4.56601302
GAS1 2619 -2.356217 8.5467596 -4.007937 0.007054101 0.071691048 -2.407665499
GAS2 2620 -2.440948 3.9744578 -3.083349 0.02156881 0.132115957 -3.602159066
GAS2L1 10634 0.28642615 8.66674945 1.0589051 0.3364056 0.629277925 -6.265288992
GAS2L2 246176 0.263205385 3.2643105 0.32535835 0.7608399 0.8939352805 -6.7864511865
GAS2L3 283431 0.21002565 2.42965075 0.66250165 0.49585565 0.6791047155 -6.2628900325
GAS5 60674 1.307626 11.8803387 3.2757 0.01691182 0.11510217 -3.343877777
GAS6 2621 -1.487214 9.0653482 -3.512279 0.01263519 0.098426632 -3.032831155
GAS7 8522 -1.4451662 3.0041622 -4.7345155 0.131562692 0.2834033885 -2.282046849
GAS8 2622 -0.26471 6.01576125 -0.9533928 0.3983652 0.6668719125 -6.3440723335
GAST 2520 -1.822415 4.8445783 -4.377641 0.004679495 0.057981686 -1.96612428
GATA1 2623 0.2988342 2.4704981 0.277974 0.7903622 0.907571621 -6.822799113
GATA2 2624 0.75566525 8.1004852 2.77593 0.03327596 0.168643793 -4.0247018515
GATA3 2625 -3.424226 5.3345917 -11.26306 2.927369e-05 0.008596569 3.26489062
GATA4 2626 0.21288545 1.7322067 0.1297088 0.5540791 0.7932122565 -6.635904521
GATA5 140628 -2.405884 5.2012599 -2.254973 0.06499296 0.250895923 -4.750098432
GATA6 2627 -0.7000692 6.17871 -2.107978 0.0795923 0.280413821 -4.954749603
GATAD1 57798 -0.055750285 9.4656315 -0.3056374 0.7709942 0.8996923655 -6.8102012365
GATAD2A 54815 0.70120835 7.83437 2.415179 0.078824625 0.257753278 -4.524003727
GATAD2B 57459 -1.062425 4.7037873 -3.30918 0.0162199 0.112973622 -3.299396951
GATC 283459 -0.0440931 6.9302317 -0.275401933333333 0.202099536666667 0.421987367333333 -5.39182240933333
GATM 2628 -2.014543 7.5890893 -6.327508 0.0007283416 0.022831683 0.025122495
GBA 2629 -0.3340699 9.1460322 -1.03121 0.3422038 0.640165585 -6.30261499
GBA2 57704 0.9984637 7.99165855 3.9189365 0.00805691 0.0763672065 -2.5204314445
GBA3 57733 -1.462655 3.3041329 -1.882413 0.1087876 0.336530926 -5.264661073
GBAP 2630 -0.06011118 7.9157101 -0.1868888 0.8579067 0.937142557 -6.847007247
GBAS 2631 0.7181414 8.5950952 3.033253 0.0229998 0.137058008 -3.670143567
GBE1 2632 -0.1768008 10.2898847 -0.6243896 0.5553533 0.796604883 -6.649187637
GBF1 8729 0.1203832 10.668548 0.3770473 0.7191133 0.876713317 -6.786025725
GBGT1 26301 -0.7237108 5.0079056 -1.684555 0.1430537 0.395769331 -5.529211485
GBL 64223 0.3533161 7.9811555 1.725199 0.1352465 0.383675749 -5.475608775
GBP1 2633 -1.5568445 6.4026408 -2.91983 0.02668672 0.149610152 -3.825156411
GBP2 2634 -2.112474 7.9709706 -4.016532 0.006985484 0.071464835 -2.397157181
GBP3 2635 -2.1429885 8.44347225 -5.5241035 0.0019035215 0.0349211015 -0.7679603475
GBP4 115361 -1.0986663 7.80245085 -1.827687 0.12836427 0.3628705865 -5.328646012
GBP5 115362 -0.3077344 5.9749372 -0.3524092 0.7365792 0.883374185 -6.796170472
GBP6 163351 0.2342096 10.1127723 1.102305 0.3125672 0.610341994 -6.229188049
GBP7 388646 0.08888821 0.7121148 0.4893766 0.6419491 0.842388383 -6.73160548
GBX1 2636 0.06591891 0.7601675 0.2615494 0.8024152 0.91315095 -6.827851329
GBX2 2637 0.2619567 3.9616651 0.3642704 0.7281485 0.880133033 -6.791368411
GC 2638 2.518744 1.7065923 2.687406 0.03617538 0.178830969 -4.146113934
GCA 25801 -0.5206651 9.7223313 -2.523869 0.0450488 0.202443042 -4.374088113
GCAT 23464 -0.7135812 9.0493108 -2.133041 0.07688303 0.275834047 -4.919959903
GCC1 79571 0.3264203 9.1046444 1.4800145 0.2021495 0.470671366 -5.776210336
GCC2 9648 -0.257860875 8.290020125 -0.99279845 0.43316895 0.65071053125 -6.21889252025
GCDH 2639 0.3021977 10.1657184 1.139562 0.2979073 0.593973161 -6.189420128
GCET2 257144 -0.24299857 1.71876035 -0.297132535 0.73827075 0.879842836 -6.7425455625
GCG 2641 -0.5617478 1.1884647 -0.7304688 0.492627 0.759988139 -6.572227981
GCGR 2642 0.2018864 4.5802639 0.5912243 0.5759491 0.806420641 -6.671090537
GCH1 2643 0.32642425 3.99707285 0.70446235 0.51528925 0.766373599 -6.576088253
GCHFR 2644 -0.2779225 9.5356282 -0.6968677 0.5119657 0.772308477 -6.597717398
GCK 2645 0.1289852 4.0919801 0.2478799 0.812492 0.917592747 -6.831826748
GCKR 2646 0.02779766 2.4527255 0.02867055 0.9780571 0.990507086 -6.866631387
GCLC 2729 -0.404071 8.51187435 -1.3326741 0.37063286 0.5574185465 -5.7756527665
GCLM 2730 0.6973972 7.6276829 1.385008 0.2153451 0.497618461 -5.908045628
GCM1 8521 0.2260315 3.3487949 0.52417655 0.61895185 0.830038351 -6.712079879
GCM2 9247 0.4161974 3.1887711 0.5049758 0.6315819 0.836589587 -6.723011652
GCN1L1 10985 -0.08827711 12.0688817 -0.3214819 0.7587489 0.892942822 -6.807972575
GCNT1 2650 0.2250504 6.4270271 0.391378 0.7090383 0.873044264 -6.779824621
GCNT2 2651 -1.884487 6.1904493 -2.707292 0.03523062 0.17617268 -4.118486216
GCNT3 9245 0.35243116 3.5129171 0.42120644 0.70647015 0.8543799715 -6.6671534145
GCNT4 51301 -0.1863005 4.0389875 -0.1762847 0.8658695 0.940397865 -6.849217559
GCOM1 145781 -0.7192735 7.3484903 -3.524752325 0.1998933946775 0.37463394275 -3.532240799
GCRG224 360219 0.0857352 0.4704165 0.4271878 0.6841467 0.862089681 -6.76337265
GCS1 7841 0.136924645 10.4158546 0.672393695 0.5926977 0.742346619 -6.3876010925
GCSH 2653 0.2317129 11.5035018 0.9624705 0.3729798 0.670097559 -6.370340861
GCUD2 653573 2.378621 3.1742389 4.239047 0.005444777 0.062974473 -2.129133751
GDA 9615 0.122185865 0.66215675 0.3782513 0.72358035 0.8757428675 -6.766544174
GDAP1 54332 1.336017 3.1728015 2.827768 0.03004384 0.160648836 -3.951703704
GDAP1L1 78997 -0.09661733 1.4348153 -0.09669449 0.9261178 0.967239443 -6.861713961
GDAP2 54834 0.04043003 5.9305061 0.22556175 0.7083498 0.8673014645 -6.7473144925
GDE1 51573 -0.6584144 9.2269726 -2.124844 0.07775862 0.276946046 -4.931344434
GDEP 118425 3.240924 11.6148186 3.218591 0.0181679 0.120150267 -3.420083996
GDF1 2657 -0.06451214 4.3416448 -0.237069 0.8204897 0.921262765 -6.83482279
GDF10 2662 -3.0118875 3.87165545 -3.320436 0.01772902 0.1160456985 -3.2927081065
GDF11 10220 -0.7450378 6.0804511 -1.591846 0.1625224 0.425635142 -5.649749376
GDF15 9518 1.59458 15.0877927 1.697535 0.1405141 0.39192289 -5.512140367
GDF2 2658 0.07590018 1.9189829 0.09709272 0.9258146 0.967234336 -6.861669493
GDF3 9573 1.251207 1.8122057 3.551969 0.01204221 0.095706314 -2.981417509
GDF5 8200 -1.03499 4.1671679 -4.922775 0.002648959 0.04292401 -1.35393971
GDF5OS 554250 -0.4751405 4.5419443 -2.018013 0.09014549 0.300785639 -5.07913167
GDF6 392255 -0.497445155 2.4607235 -0.653624315 0.57178875 0.7315295345 -6.378172713
GDF9 2661 0.5975646 1.706669 0.8377389 0.4342708 0.720583644 -6.484295508
GDI1 2664 0.006816893 10.205993 0.02013759 0.9845865 0.993601137 -6.866871723
GDI2 2665 0.2046253 10.4446231 0.843262 0.4314072 0.718758626 -6.479507649
GDNF 2668 -0.7118690175 4.677916175 -1.36596035 0.47910725125 0.60514012125 -5.36005435175
GDPD1 284161 2.500932 3.6065809 2.930678 0.02626211 0.148162548 -3.810183082
GDPD2 54857 0.63462 1.3109219 1.028394 0.3434229 0.641326805 -6.30545335
GDPD3 79153 -1.220997 4.6828794 -4.477584 0.004202627 0.054787509 -1.850442132
GDPD4 220032 0.09934152 1.1515136 0.2079689 0.8421325 0.930716435 -6.84223488
GDPD5 81544 -0.33351785 5.82692465 -0.6982966 0.5210309 0.7678620865 -6.5760547335
GEFT 115557 -1.665242 5.7503117 -3.268078 0.0172918 0.116747587 -3.3549834305
GEM 2669 -2.198312 6.9179909 -5.994486 0.0009689935 0.026010281 -0.277806352
GEMIN4 50628 -0.3046203 9.735019 -1.1405595 0.3012737 0.595218345 -6.1829453125
GEMIN5 25929 0.1030801 7.533659 0.3579286 0.732651 0.88182583 -6.793954864
GEMIN6 79833 0.7682348 9.8524586 3.660585 0.010571 0.088779118 -2.841892205
GEMIN7 79760 0.1399777 7.4487691 0.52273 0.6198933 0.830297315 -6.712929978
GEMIN8 54960 0.2064204 7.4958427 0.7323717 0.4915467 0.759430707 -6.570754359
GEN1 348654 0.171313333333333 2.0512645 0.00874676666666666 0.21455343 0.391576338666667 -5.01127580833333
GFAP 2670 -0.2182225 2.37358546666667 -0.181791566666667 0.604739266666667 0.803700126 -6.623561689
GFER 2671 0.11390515 7.6213339 0.38807075 0.32016905 0.591999167 -6.120326544
GFI1 2672 0.06620689 3.2271622 0.08813362 0.9326383 0.970406889 -6.862625828
GFI1B 8328 -0.0835886 3.1304316 -0.1674255 0.099019015 0.3175935355 -5.14367336
GFM1 85476 0.087005185 4.7957108 0.488122 0.64363555 0.84127921 -6.7299075215
GFM2 84340 0.390806 8.5821635 1.53881015 0.259581615 0.491035943 -5.6161816295
GFOD1 54438 -0.7562381 9.7428973 -2.121149 0.07815655 0.277615156 -4.936473275
GFOD2 81577 -0.491234 9.2126224 -1.677624 0.1444281 0.398054925 -5.538309659
GFPT1 2673 0.7983955 8.48213905 2.6583765 0.095583734 0.2672327585 -4.2054008595
GFPT2 9945 -1.371586 7.4741997 -3.062417 0.02215462 0.134221773 -3.630532106
GFRA1 2674 -0.78692265 3.73718375 -1.15774235 0.44056262 0.6021835555 -5.9348910705
GFRA2 2675 -0.3444499 4.4340348 -0.584814166666667 0.4330406 0.692453276 -6.40318477666667
GFRA3 2676 -1.28701345 5.1677592 -3.77918 0.13551584525 0.292772412 -3.0336845995
GFRA4 64096 -0.2410012 8.7744131 -1.038575 0.3390308 0.63687644 -6.295163414
GFRAL 389400 -0.3566497 1.0366294 -0.5469578 0.6041376 0.822306416 -6.69866122
GGA1 26088 -0.15410048 9.22152615 -0.59771395 0.5921293 0.798598529 -6.6182997205
GGA2 23062 -1.02771786666667 8.2331468 -3.64133533333333 0.0438221353333333 0.159918425333333 -3.007424124
GGA3 23163 -0.2438607 8.4574792 -1.208132 0.2724463 0.564841161 -6.114057478
GGCT 79017 2.198026 12.2750855 7.504539 0.0002895221 0.015090199 0.99193594
GGCX 2677 0.54167075 7.8632676 2.52014845 0.426012798 0.4892704765 -4.1432510895
GGH 8836 -1.458215 6.8244606 -5.451051 0.001585525 0.03311944 -0.803308756
GGN 199720 0.5021206 5.395606 1.834276 0.1162941 0.350564585 -5.329796101
GGNBP1 449520 1.141024 1.7340632 1.910215 0.104674 0.329158081 -5.226852795
GGNBP2 79893 -0.390213366666667 9.72597223333333 -1.90298833333333 0.107876956666667 0.333974642666667 -5.23498314033333
GGPS1 9453 0.5492835 10.716552 2.338336 0.05797326 0.234415917 -4.633587167
GGT1 2678 -2.692922 8.25968955 -6.960982 0.0007917918 0.0210447525 0.491531162
GGT3P 2679 -3.012163 7.3524133 -8.044731 0.000197205 0.01280859 1.387462882
GGT5 2687 -0.160955 6.85339275 -0.33398995 0.75083625 0.8907830925 -6.799002188
GGT6 124975 -1.1168481 10.11656425 -3.2378945 0.0644979385 0.2079965385 -3.5031655595
GGT7 2686 -0.7538301 5.72282326 -2.4669774 0.0817962376 0.2624736634 -4.466673809
GGT8P 645367 -2.097154 4.7931944 -5.455556 0.00157884 0.033043107 -0.798786165
GGTA1 2681 -0.264822 8.4213665 -1.115307 0.3073841 0.604627328 -6.215407686
GGTLC1 92086 -3.100917 8.3895672 -7.759034 0.0002409338 0.013775167 1.181747134
GGTLC2 91227 -2.7266765 7.50312845 -8.323833 0.00016538325 0.0118613825 1.578917955
GGTLC3 728226 -2.82859 7.4283702 -8.234491 0.0001732161 0.012228886 1.51996986
GH1 2688 0.3361434 3.8846211 1.070183 0.3256849 0.623966048 -6.262773882
GH2 2689 0.097041145 4.17730895 0.05112475 0.75440855 0.892151708 -6.804143882
GHDC 84514 -0.3172637 8.2547457 -0.9502404 0.3846462 0.672383583 -6.372260963
GHITM 27069 -0.07728439 10.7853926 -0.3185119 0.7608916 0.894085845 -6.80905096
GHR 2690 -2.571957 6.2038806 -3.3483425 0.0179211025 0.115949015 -3.259755977
GHRH 2691 2.017215 3.1202101 1.775988 0.1260719 0.367989086 -5.408046401
GHRHR 2692 1.29538465 3.62625525 1.38635295 0.280543505 0.525063434 -5.821596847
GHRL 51738 0.166645242 5.82715079 0.363666588 0.73467914 0.8812625341 -6.7681556944
GHRLOS 100126793 -0.9135315 6.5817279 -2.647162 0.03817101 0.184428648 -4.202094634
GHSR 2693 0.1457611 4.9324689 0.4219768 0.6877429 0.863398629 -6.765851141
GIF 2694 -0.6438923 1.4115642 -0.9990719 0.35633 0.653403091 -6.334692837
GIGYF1 64599 -0.1889589 7.2103697 -0.815588 0.44956235 0.7269393115 -6.496533458
GIGYF2 26058 -0.3019160575 6.886792875 -1.42302995 0.35706374625 0.5154891095 -5.087729131
GIMAP1 170575 -0.63681765 6.9740523 -3.0116795 0.03121478 0.154895009 -3.716507679
GIMAP2 26157 0.3596366 7.0571317 1.271572 0.2505871 0.540903101 -6.041987573
GIMAP4 55303 -0.6401133 7.5870707 -2.882126 0.02797803 0.153918553 -3.876831961
GIMAP5 55340 -0.541026 6.9949455 -1.775686 0.1261247 0.368023955 -5.40845079
GIMAP6 474344 -0.5493816 7.3109598 -2.02244 0.08959432 0.299657347 -5.073031284
GIMAP7 168537 -0.9421807 8.979859 -3.977995 0.007299082 0.07311263 -2.444362326
GIMAP8 155038 -0.61808585 6.40515735 -2.4990605 0.046769805 0.206282266 -4.408809701
GIN1 54826 -0.375784 7.6688354 -1.83002 0.116982 0.351719394 -5.335532986
GINS1 9837 -0.1100124 2.9042149 -0.1430673 0.8909205 0.951779897 -6.855313288
GINS2 51659 0.5116801 7.343303 1.633987 0.1533772 0.411409402 -5.595275089
GINS3 64785 0.05714885 5.4376809 0.30723355 0.5489849 0.7727486425 -6.575546336
GINS4 84296 0.359114535 2.7870779 1.4620274 0.431772565 0.5509032515 -5.4852049025
GIP 2695 0.1041528 3.2969261 0.2178796 0.8347435 0.927792052 -6.839817613
GIPC1 10755 -0.1798164 8.1497754 -0.794895 0.4569553 0.736504778 -6.520584492
GIPC2 54810 -0.756038895 2.1670562 -2.0808968 0.3850788745 0.486673567 -4.7096601
GIPC3 126326 0.1532528 1.3214176 0.2278704 0.8273134 0.924122229 -6.837268766
GIPR 2696 -0.40576265 5.97318505 -1.41740445 0.27750223 0.4447131765 -4.8535645515
GIT1 28964 0.24047545 4.7531591 0.87556745 0.4158747 0.7050709805 -6.4493849365
GIT2 9815 -0.424651055 7.5533481 -1.55822365 0.390289265 0.527718193 -5.4096052715
GIYD1 548593 -0.03037784 7.1528276 -0.06042845 0.9537768 0.980458164 -6.864998965
GJA1 2697 -1.837472 5.9801417 -6.9593595 0.008142615675 0.06083881 -0.180381526
GJA10 84694 -0.3571262 1.1651932 -0.4658502 0.6577527 0.849873373 -6.744094974
GJA3 2700 2.113714 2.2760672 2.3428695 0.09558017 0.2828352675 -4.6175270205
GJA4 2701 0.4402419 6.8629996 0.9747508 0.3673265 0.664437911 -6.358487419
GJA5 2702 0.4464381 2.6330123 0.3365849 0.7478896 0.888104075 -6.802339436
GJA8 2703 1.458661 1.023393 2.046915 0.08660844 0.293907209 -5.039266323
GJA9 81025 0.7665045 2.1244678 0.8928137 0.4063365 0.699875104 -6.435461218
GJB1 2705 1.851625 9.8456146 2.996965 0.024538675 0.1422341325 -3.720608659
GJB2 2706 1.50163318181818 4.70440012727273 2.96957281818182 0.040341225 0.175083185454545 -3.79845363445455
GJB3 2707 -1.776683 3.8972593 -2.890169 0.151458892 0.3228083475 -3.9270702075
GJB4 127534 0.112829 3.8953397 0.3211969 0.7589544 0.892970176 -6.808076459
GJB5 2709 -4.414154 3.2754338 -6.437511 0.0006644838 0.021742443 0.122163651
GJB6 10804 -0.0434414 0.9709732 -0.1427202 0.891183 0.951938795 -6.855370337
GJB7 375519 -1.042215 1.515618 -2.192952 0.07078362 0.263506848 -4.836608725
GJC1 10052 -1.967788 5.1046713 -4.155311 0.005974809 0.065850252 -2.229083075
GJC2 57165 -1.443148 7.4521881 -4.164682 0.00591271 0.065580441 -2.217843329
GJC3 349149 -0.40342775 7.15779785 -0.62556885 0.57082835 0.7895803405 -6.6111852485
GJD2 57369 0.07242308 0.5925424 0.3923024 0.7083906 0.87274934 -6.779417099
GJD3 125111 -0.002997993 6.2432752 -0.0163387 0.9874939 0.994697538 -6.866951691
GJD4 219770 0.33419285 2.0406363 0.9552824 0.3819685 0.670487576 -6.368014653
GK 2710 -0.430230325 3.781478225 -0.78855995 0.371853775 0.61938911 -6.172109595
GK2 2712 -0.2820013 0.899578 -0.6915953 0.5150453 0.774390897 -6.601624767
GK5 256356 -0.6090794 5.49831846666667 -1.5858588 0.355612753333333 0.515358160333333 -5.41760324433333
GKAP1 80318 -0.6011998 9.0231417 -1.934293 0.1012371 0.32219925 -5.194005005
GKN1 56287 0.2974324 1.1940209 0.4258088 0.6850975 0.862408439 -6.764031332
GKN2 200504 -0.1507274 1.4271392 -0.1088101 0.9169007 0.963249646 -6.860279586
GLA 2717 0.005881258 10.6525095 0.02458749 0.9811813 0.991956967 -6.866756872
GLB1 2720 -0.2641102 10.04404765 -1.5235285 0.1787395 0.4486731905 -5.7365067905
GLB1L 79411 -0.3902989 7.1015864 -1.240944 0.2609411 0.552141842 -6.077052031
GLB1L2 89944 0.2542515 5.8894026 0.8478393 0.4290444 0.717044964 -6.475520998
GLB1L3 112937 -3.629196 4.8968999 -3.04616 0.02262152 0.135712183 -3.652602037
GLCCI1 113263 -0.2229878 8.99609085 -1.1677175 0.28752645 0.5822380585 -6.1583701185
GLCE 26035 -0.8205798 6.1400675 -2.499037 0.04658659 0.205839766 -4.408794152
GLDC 2731 -0.3722126 3.6056919 -0.5088925 0.6289931 0.835662376 -6.72081498
