logFC AveExpr t P.Value adj.P.Val B GENE
EPHB1 -2.432327 2.2769562 -4.728387 0.003229402 0.048013287 -1.566988697 2047
EPHB2 -1.432332 4.6176432 -4.302714 0.00507702 0.060653409 -2.053876422 2048
EPHB3 -1.074591 8.1793904 -2.217987 0.06838459 0.258206028 -4.8017121 2049
EPHB4 -1.152404 6.0269337 -3.620486 0.0110896 0.091144541 -2.893199924 2050
EPHB6 -2.512042 7.6175546 -7.944323 0.0002114384 0.013026512 1.316030118 2051
EPHX1 0.4278619 9.3220609 1.883516 0.1086214 0.336281432 -5.263163619 2052
EPHX2 -1.157072 12.8964477 -1.724849 0.135312 0.383810192 -5.476072263 2053
EPM2A -0.755670166666667 3.52669836666667 -2.66534466666667 0.103770539 0.290962972666667 -4.25220499233333 7957
EPM2AIP1 -0.3779988 7.85008015 -1.5094035 0.1819395 0.453153716 -5.7546225 9852
EPN1 0.09498564 5.895366 0.3215715 0.7586843 0.892942822 -6.807939905 29924
EPN2 -0.6323447 11.7642058 -2.628916 0.03911421 0.186874184 -4.227505324 22905
EPN3 0.12096575 8.168104 0.55440245 0.31522245 0.5646458995 -5.97949657 55040
EPO -0.8371093 3.8095859 -2.024717 0.08931222 0.299158375 -5.069893311 2056
EPOR -0.49395149 5.50185203333333 -0.847789653333333 0.481777666666667 0.681308441333333 -6.28624968033333 2057
EPPK1 -1.00065645 7.6185086 -3.8157435 0.008933399 0.0809083295 -2.647128 83481
EPR1 1.039378 1.059228 2.025033 0.08927314 0.299071996 -5.069457812 8475
EPRS 0.8180619 11.641608 4.248045 0.005391032 0.062767465 -2.118459046 2058
EPS15 -0.06796487 7.31593635 -0.26039725 0.80489955 0.9145991795 -6.819902518 2060
EPS15L1 -0.1337412 5.3883406 -0.6129059 0.562433 0.79979929 -6.656890959 58513
EPS15L2 -0.1736143 6.6317447 -0.6833809 0.5198675 0.776618218 -6.607662197 55380
EPS8 -1.526534 8.5653303 -4.606221 0.003667434 0.050812843 -1.70384226 2059
EPS8L1 -1.10088 10.3586903 -1.834454 0.1162655 0.350555169 -5.329556024 54869
EPS8L2 -0.4649912 8.9514391 -0.859545 0.4230455 0.712600773 -6.465248954 64787
EPS8L3 0.3869473 2.5377158 1.036175 0.3400622 0.63790883 -6.297595748 79574
EPSTI1 -1.219418 4.0425676 -2.3347895 0.059200265 0.235947251 -4.638401048 94240
EPX 0.3677505 2.420664 0.433051 0.6801111 0.860423026 -6.760549777 8288
EPYC -1.051997 0.9719574 -0.7801274 0.464967 0.742349837 -6.532737189 1833
ERAF -0.6053863 1.6019026 -0.6527118 0.5381303 0.78673565 -6.629655699 51327
ERAL1 0.03646729 7.6971575 0.1771082 0.8652505 0.94016331 -6.849050479 26284
ERAP1 -1.239309 2.77592245 -3.2599425 0.01731569 0.1169291575 -3.3651535715 51752
ERAP2 -1.147559 5.30830675 -1.14266635 0.3747258 0.601422222 -6.0685256475 64167
ERAS -0.08619959 0.7737015 -0.3145605 0.7637459 0.895300822 -6.810470705 3266
ERBB2 -0.542444321818182 11.4445494727273 -1.53223527090909 0.220212605454545 0.451229914545455 -5.65309377654545 2064
ERBB2IP -0.6827581 10.3656889 -3.487767 0.01301748 0.100287855 -3.064697059 55914
ERBB3 -0.138338153333333 6.3040559 -0.371323793333333 0.714194566666667 0.841720565 -6.63648387 2065
ERBB4 -0.439264365 4.93498695 -0.49106235 0.66341885 0.818759228 -6.593852153 2066
ERC1 -1.17395736 5.94303466 -3.7079378 0.0180888276 0.1070601296 -2.8329904154 23085
ERC2 -1.6861025 5.1315688 -5.3427135 0.0029135057 0.041736307 -0.991547716 26059
ERCC1 0.3503655 10.2585475 1.080164 0.3215612 0.619838102 -6.252409413 2067
ERCC2 0.0934961385 7.23034625 0.42813407 0.70202885 0.8512204125 -6.660354547 2068
ERCC3 -0.6861306 8.8987241 -3.035238 0.02294119 0.136864614 -3.667445098 2071
ERCC4 -0.763732433333333 5.3120099 -2.01731466666667 0.09530203 0.308129091333333 -5.07651474733333 2072
ERCC5 -1.081337 10.1927491 -3.648489 0.01072455 0.089517093 -2.857344603 2073
ERCC6 0.001935244 6.2298575 0.007858681 0.9939845 0.997463736 -6.867070111 2074
ERCC6L 1.507888 3.2460009 3.310567 0.01619192 0.112925287 -3.297557745 54821
ERCC8 -0.088174025 5.0692878 -0.4246544 0.5036773 0.724242636 -6.455884748 1161
EREG 0.33334514 1.9418253 0.454589975 0.66122605 0.8231763205 -6.6138037625 2069
ERF -0.05897456 6.2324123 -0.1630539 0.875829 0.944889196 -6.851796179 2077
ERG -0.2302285 4.4413355 -0.276738666666667 0.14597357 0.376546127 -5.32464184 2078
ERGIC1 0.67099606 10.45684066 2.690155 0.053053701 0.2068291744 -4.1603898302 57222
ERGIC2 -0.31754312 10.30895381 -1.6195608 0.16125261 0.4192912359 -5.6085582282 51290
ERGIC3 0.2013984 11.0411713 1.0171929 0.35268985 0.646256141 -6.3098639665 51614
ERH -0.2630944 12.1543194 -1.481043 0.1890959 0.4632083 -5.790150868 2079
ERI1 0.5574144 5.16659275 1.6464325 0.15211215 0.408845459 -5.5776617215 90459
ERI2 -0.110406425 5.50414665 -0.47039231 0.6828796 0.842803408 -6.656725797 112479
ERI3 0.02405562 7.2028049 0.1113614 0.9149614 0.96243081 -6.85995605 79033
ERICH1 -0.62797705 7.2440622 -2.549924 0.162386925 0.343913922 -4.323686782 157697
ERLIN1 0.09759895 8.20862425 0.459569 0.167711765 0.4115030885 -5.4808899115 10613
ERLIN2 -1.1216165 6.39592626666667 -2.70940816666667 0.237711823466667 0.435428178333333 -4.25930014666667 11160
ERMAP 0.34320165 5.34029535 1.3533381 0.2866248 0.534041212 -5.864611536 114625
ERMN -0.23153645 1.49228795 -0.2113518 0.8397484 0.929322519 -6.8405557325 57471
ERMP1 -0.1860424 7.250066 -0.9173684 0.3943269 0.689684359 -6.41292336 79956
ERN1 -0.233067783333333 5.12874526666667 -0.679968533333333 0.482810216666667 0.63152873 -5.80903624366667 2081
ERN2 -0.2938884 4.8457803 -0.7972946 0.4556627 0.735721092 -6.518592363 10595
ERO1L 0.6051942 6.8899032 1.683902 0.155441005 0.4038851255 -5.517346081 30001
ERO1LB 1.8650625 6.2599311 2.7117895 0.043875895 0.1904153685 -4.1199462475 56605
ERP27 0.1365081 6.3940357 0.1446825 0.8896989 0.951177445 -6.855045986 121506
ERP29 0.03729261 13.0180364 0.1478039 0.8873391 0.950018939 -6.854520972 10961
ERRFI1 0.255007841 6.86352145 0.65090286 0.6098262 0.757515192 -6.4254737055 54206
ERVWE1 0.180316615 2.93684055 0.1868057 0.77771195 0.902177341 -6.7959322835 30816
ESAM -0.14149069 6.62559965 -0.4993284 0.6620227 0.8322153245 -6.6501932435 90952
ESCO1 -0.28490465 8.13344555 -1.1262095 0.3043707 0.599583693 -6.2019198505 114799
ESCO2 2.651735 3.185066 3.161202 0.0195337 0.125311314 -3.49707698 157570
ESD -0.8660919 7.40828035 -2.703831 0.05507076 0.2080076635 -4.137602421 2098
ESF1 -0.50656255 4.596292 -1.0809602 0.348411 0.620340925 -6.2103749605 51575
ESM1 3.4896105 2.80892975 3.523769 0.013957121 0.10149565 -3.0282259885 11082
ESPL1 0.8686548 3.0435816 1.9979545 0.092843075 0.306008208 -5.1066272845 9700
ESPN 0.3341635 3.13371915 0.8153083 0.4866454 0.7125917255 -6.4267435885 83715
ESPNL -2.923306 6.4853842 -10.13708 5.357071e-05 0.008826916 2.688616234 339768
ESR1 -0.726637049166667 5.38859135833333 -1.092943025 0.321327266666667 0.590772799166667 -6.13310553425 2099
ESR2 -0.32963925 1.25800449 -0.21163637 0.48201899 0.7157698831 -6.4323812224 2100
ESRRA 1.125884 10.8085049 2.764496 0.03265727 0.169012072 -4.039161815 2101
ESRRB -0.08634555 2.8848175 -0.09747755 0.68666985 0.860538887 -6.7590268955 2103
ESRRG -0.35521025 5.4069841 -0.8724535 0.41757015 0.706416348 -6.451940397 2104
ESX1 0.6234177 0.9602874 1.591314 0.1626411 0.425828394 -5.650433419 80712
ETAA1 -0.2286329 7.6518822 -1.143159 0.2965232 0.592296501 -6.185536039 54465
ETF1 0.1596629 10.1207854 0.7594561 0.4763466 0.749793582 -6.549435714 2107
ETFA 0.6134978 10.4807102 2.734508 0.034108235 0.1727988985 -4.080855485 2108
ETFB -0.43549998 12.74473449 -1.581507 0.16784981 0.4305856 -5.6597274824 2109
ETFDH -0.3043153 10.013531 -1.472703 0.1912527 0.46624635 -5.800538201 2110
ETHE1 -0.2713258 10.18131 -0.7377738 0.4884889 0.757525396 -6.566553568 23474
ETNK1 -0.1297139 6.50845365 -0.87955635 0.32769249 0.527974257 -5.675764925 55500
ETNK2 -2.5524745 3.18314475 -6.166439 0.0012269242 0.0274870605 -0.1825974165 55224
ETS1 -0.116912266666667 3.99883376666667 -0.376306533333333 0.5799314 0.799169856 -6.637360248 2113
ETS2 -1.763834 7.7905511 -5.82645833333333 0.00213464453333333 0.0349448183333333 -0.551153555333333 2114
ETV1 -1.37157255 3.9075686 -2.9048105 0.04050061 0.1766091355 -3.8667452775 2115
ETV3 -0.6980524 4.1410652 -2.371243 0.0554241 0.227929476 -4.587554738 2117
ETV3L 0.08596468 0.7270573 0.4710764 0.6542248 0.847564386 -6.741369773 440695
ETV4 -0.82016038 2.37674945 -1.62633735 0.439983325 0.535502576 -5.236484291 2118
ETV5 -1.8157185 3.45325625 -4.4089075 0.00542946 0.0600152405 -1.9525258825 2119
ETV6 -0.70327265 6.2646415 -1.6000675 0.1607036 0.4227351455 -5.639159632 2120
ETV7 -0.5339368 4.996309 -0.5714824 0.5884233 0.813434779 -6.683623851 51513
EVC -0.90518595 6.46960925 -1.81603 0.128523895 0.363794005 -5.345843523 2121
EVC2 -1.941648 4.5829085 -6.826016 0.0004851671 0.01876388 0.453431107 132884
EVI1 -0.59277025 4.00670625 -1.17148875 0.155964495 0.394938016 -5.4176604175 2122
EVI2A -0.08686911 4.8599686 -0.2207438 0.8326114 0.926851087 -6.839098393 2123
EVI2B -0.7635871 4.4844885 -2.154763 0.07461149 0.271289427 -4.889768351 2124
EVI5 -0.50955405 4.82073965 -2.4854655 0.060160975 0.2264363975 -4.429640726 7813
EVI5L 0.08902755 6.2124778 0.3233895 0.7573739 0.892410393 -6.807274827 115704
EVL 0.01358568 8.5123795 0.0361894 0.8526483 0.9349190465 -6.8447004695 51466
EVPL -0.03265058 8.9735935 -0.1593731 0.8786042 0.946025023 -6.85247812 2125
EVX1 0.08095753 9.4843065 0.1921447 0.8539667 0.935619206 -6.845864447 2128
EWSR1 0.2954494 7.3955268 1.25408466 0.242106964 0.4827776784 -5.7442497352 2130
EXDL1 0.114607 0.5680373 0.5994043 0.570827 0.803771695 -6.665786535 161829
EXDL2 0.2488474 6.3032713 0.9428914 0.38265275 0.6781370095 -6.3881602955 55218
EXO1 1.9594474 4.54529109 3.4676841 0.0149849794 0.1058931451 -3.1052584984 9156
EXOC1 -0.2538509 8.99588955 -1.1075766 0.3150879 0.60879799 -6.216809118 55763
EXOC2 0.08661014 6.3496487 0.4454136 0.6716403 0.856931385 -6.75447948 55770
EXOC3 -0.223941695 7.9262904 -1.01710745 0.4220872 0.641036205 -6.1960391695 11336
EXOC3L -0.2335131 4.8088808 -0.7883105 0.4605153 0.738835222 -6.526025838 283849
EXOC3L2 -0.2503473 13.53148295 -0.9691037 0.3709975 0.6670331955 -6.36221445 90332
EXOC4 -0.153081285 6.6938369 -0.58859595 0.5845051 0.8066602005 -6.656245704 60412
EXOC5 -0.408205925 5.301586025 -1.851508475 0.25810925 0.44904821975 -5.16183231075 10640
EXOC6 0.25066305 7.68209665 0.9548494 0.44609325 0.6612755 -6.2585317315 54536
EXOC6B 0.07464278 6.1829322 0.375811 0.7199854 0.87689654 -6.786550362 23233
EXOC7 0.03834069 11.3599932666667 0.0841344233333333 0.7684896 0.895586406666667 -6.78589825433333 23265
EXOC8 -0.18411935 8.0300366 -0.9835139 0.364491 0.6608310035 -6.348119423 149371
EXOG -0.4190562 3.7398403 -0.9119287 0.408314 0.6853363595 -6.3987265155 9941
EXOSC1 -0.1639748 10.0557699 -0.6592253 0.5342178 0.784935546 -6.62505753 51013
EXOSC10 -0.336369 10.0793427 -1.455441 0.195789 0.471690686 -5.821949682 5394
EXOSC2 -0.2431627 6.2501412 -1.001303 0.3553343 0.652473291 -6.332488858 23404
EXOSC3 0.1074146 9.4601505 0.5575428 0.5973259 0.818576579 -6.692243829 51010
EXOSC4 0.7868735 10.3886233 2.02391 0.08941204 0.299270063 -5.07100495 54512
EXOSC5 0.8763125 7.4942169 3.65608 0.01062791 0.089057178 -2.847645333 56915
EXOSC6 -0.164268286 7.25916124 -0.609861132 0.47246432 0.690541922 -6.3184252242 118460
EXOSC7 -0.1258594 9.7366795 -0.71512365 0.50192285 0.76534365 -6.5829294895 23016
EXOSC8 -0.7023167 9.80202935 -2.7779005 0.032604725 0.1675202795 -4.021260001 11340
EXOSC9 0.2585262 9.484594 1.220588 0.2680278 0.560426936 -6.100078843 5393
EXPH5 -1.778835 8.1861192 -3.770022 0.009287489 0.082738238 -2.703092877 23086
EXT1 -1.698444 6.0438449 -4.5823525 0.0153028892 0.0914578825 -1.9580841365 2131
EXT2 0.162589 10.7141337 0.8406045 0.4327833 0.719732653 -6.481814474 2132
EXTL1 -0.6865746 3.7316449 -2.055824 0.08554674 0.291778044 -5.026958184 2134
EXTL2 -0.2101997 6.2504687 -0.5449533 0.6054325 0.822872654 -6.699863983 2135
EXTL3 -1.25594775 6.1674061 -3.4951895 0.1729494125 0.3345504585 -3.306911485 2137
EYA1 -3.295781 6.768342 -12.34079 1.725786e-05 0.008596569 3.751597086 2138
EYA2 -0.3948488 10.48162165 -1.63574 0.17491964 0.4252099565 -5.569294946 2139
EYA3 0.11862517 4.77025536666667 0.20333769 0.798061533333333 0.911223128 -6.81683537433333 2140
EYA4 -3.9232605 4.84341185 -6.9288265 0.0013637993 0.0265939265 0.316894021 2070
EYS 0.5006908 0.9379208 1.88120595 0.33765555 0.4821272795 -5.029451216 346007
EZH1 -0.4166647 8.4469187 -1.411304 0.2078437 0.487464974 -5.876148115 2145
EZH2 2.217491 8.2058281 3.421627 0.01411422 0.104722527 -3.151105188 2146
EZR 0.4823055 9.5855738 2.3421146 0.21415027 0.395181138 -4.551121255 7430
F10 -2.340904 6.8957301 -8.701234 0.0001272487 0.011022697 1.83259547 2159
F11 -0.6544546 1.7531144 -2.67162615 0.2549634315 0.4094945755 -4.1299679555 2160
F11R -0.4385909 9.2682056 -1.3486503 0.35212373 0.5503178605 -5.778899605 50848
F12 1.308656 7.9418014 2.42915 0.05121926 0.216966748 -4.506538029 2161
F13A1 -0.4584317 6.9393837 -0.4242726 0.6861574 0.862559061 -6.764762762 2162
F13B -0.5350287 1.5853669 -0.8415207 0.4323085 0.719478679 -6.481019811 2165
F2 0.167702882727273 2.94479377272727 0.321474938181818 0.589166439090909 0.759871221909091 -6.44670253345455 2147
F2R 0.1051449 4.4513563 0.2567852 0.8059226 0.914861307 -6.829260557 2149
F2RL1 0.9250632 5.458622 2.094391 0.08110164 0.283314465 -4.973586804 2150
F2RL2 0.32798305 1.71201255 0.55007275 0.6021878 0.8209442345 -6.6966347145 2151
F2RL3 0.0699004 3.90548325 0.07640165 0.77202455 0.900150202 -6.810915418 9002
F3 1.869147 6.9217625 2.16677 0.07338561 0.268770085 -4.873065702 2152
F5 0.211873945454545 5.8428379 0.202303872727273 0.830320445454545 0.925307395181818 -6.83367466245455 2153
F7 -0.7455922 3.2052882 -1.3131335 0.2476502 0.5303399005 -5.979858817 2155
F8 -0.487335 4.7206225 -1.2525325 0.2645544 0.5519178495 -6.053608646 2157
F8A1 0.0261591 11.4173473 0.1173801 0.9103893 0.960596202 -6.859163252 8263
F9 0.8280388 1.1618709 2.112028 0.07914797 0.279704359 -4.949131347 2158
FA2H 0.09370579 8.5126276 0.374512 0.7209022 0.877359573 -6.787099834 79152
FAAH 0.4101088 9.4802116 0.8111479 0.4482518 0.730480278 -6.506997322 2166
FAAH2 0.3546225 9.6916995 0.8626996 0.4214395 0.711358969 -6.46246202 158584
FABP1 2.852102 5.2081375 2.519767 0.04529911 0.202923973 -4.379820493 2168
FABP12 0.3861747 0.7001936 1.67714 0.1445245 0.398153718 -5.538944338 646486
FABP2 1.162212 0.991707 2.14803 0.07530811 0.272655211 -4.899130231 2169
FABP3 -1.62432695 5.47112745 -3.7405141 0.219336331 0.3716789445 -3.0922829945 2170
FABP4 -2.125597 2.0964028 -1.079123 0.3219891 0.62031762 -6.253493018 2167
FABP5 3.691483 9.346234975 4.5976895 0.00387813225 0.05209271275 -1.71879544675 2171
FABP6 0.2012619 4.0700472 0.7689972 0.4710703 0.746478979 -6.541773855 2172
FABP7 -0.8615359 2.4737424 -1.255504 0.2559729 0.546432364 -6.060443856 2173
FADD 0.08561053 9.26867995 0.29270415 0.55510135 0.7787830705 -6.5887660525 8772
FADS1 -1.2186305 9.74138595 -1.205443 0.2734168 0.566192106 -6.117051938 3992
FADS2 -1.996568 8.6649227 -1.620379 0.1564505 0.4164109855 -5.612736031 9415
FADS3 1.04581 7.5605815 2.289774 0.06196072 0.243999597 -4.701483159 3995
FADS6 0.3133273 3.2205403 0.2085142 0.8417255 0.930667665 -6.842104765 283985
FAF1 0.2920541 10.4774553 1.300629 0.2411007 0.529095744 -6.008273328 11124
FAF2 -0.145998415 7.9182439 -0.6799678 0.53581055 0.772137957 -6.5803992005 23197
FAH 0.1482658 9.527899 0.5467603 0.6042651 0.822319361 -6.698779901 2184
FAHD1 -0.4723648 8.6145485 -1.540625 0.1743367 0.442513582 -5.71518904 81889
FAHD2A 0.09899375 9.14512775 0.296054 0.41471 0.6807342085 -6.38118755 51011
FAIM 0.1176447 10.5633292 0.5066592 0.6304685 0.836227809 -6.722069394 55179
FAIM2 -1.36138115 3.99882345 -4.0744705 0.1773155807 0.3341276635 -2.808620601 23017
FAIM3 0.2198526 4.9118636 0.741494 0.4863905 0.75598614 -6.563645681 9214
FAM100A 0.146577 8.2494079 0.7007049 0.5097321 0.771124823 -6.594857797 124402
FAM100B 0.5177566 11.8154192 1.680787 0.1437993 0.396978041 -5.53415895 283991
FAM101A -1.505399 8.66297525 -1.2615465 0.2550707 0.5449607385 -6.0519995575 144347
FAM101B 0.02806355 7.46516915 0.0567994 0.80279465 0.912915415 -6.826061897 359845
FAM102A 0.7659491 11.7070773 1.878932 0.109314 0.337501287 -5.269386224 399665
FAM102B -0.041007985 5.8175703 -0.21981955 0.7581472 0.8915499175 -6.778038012 284611
FAM103A1 -0.0048248 8.36224905 0.0835306 0.3272248 0.623439049 -6.260549741 83640
FAM104A 0.188705843333333 8.18344766666667 0.782246966666667 0.4788606 0.689734489 -6.32961878666667 84923
FAM104B 0.403311566666667 8.32875936666667 1.921035 0.15418713 0.370764510333333 -5.16493502066667 90736
FAM105A 0.6079968 6.36873823333333 1.7077105 0.28253911 0.450399462333333 -5.31585502833333 54491
FAM105B 0.1900971 6.22599355 0.75222635 0.5360488 0.7318487425 -6.441220374 90268
FAM106A 0.15691315 2.6085503 0.1257084 0.51942715 0.7725033735 -6.595630484 80039
FAM107A -3.166745 7.58650013333333 -8.55204266666667 0.00016737879 0.0118683303333333 1.70619084166667 11170
FAM107B 0.9328102 10.8841893 4.679153 0.003398406 0.04917365 -1.621865557 83641
FAM108A1 0.039812012 10.79881716 0.1730328 0.81420672 0.918002715 -6.8262906838 81926
FAM108B1 0.6165932 4.9334834 2.24858 0.06556651 0.2523763 -4.759024107 51104
FAM108C1 -0.15838385 9.9031324 -0.29757775 0.77690655 0.9024446905 -6.8126111645 58489
FAM109A 0.6474211 6.8680409 2.451428 0.04969196 0.213463463 -4.475372167 144717
FAM109B 1.232726 7.4940653 4.339143 0.004879193 0.059393422 -2.011101786 150368
FAM110A 0.2039727 11.7174252 0.7684025 0.471398 0.746682833 -6.542253731 83541
FAM110B 0.04925387 8.367482 0.0863527 0.9339955 0.971055908 -6.862804939 90362
FAM110C -0.52173097 5.66044405 -0.57876281 0.6109631 0.770543327 -6.4835886895 642273
FAM111A 0.42027695 10.9762554 0.57903205 0.5841377 0.8116437045 -6.6776621075 63901
FAM111B 2.365621 2.6464293 3.124298 0.02047101 0.12853112 -3.546799274 374393
FAM113A 0.5122248 6.133777 1.779702 0.1254255 0.366839644 -5.403082565 64773
FAM113B -0.7930308 6.0116638 -1.261233 0.254041 0.544451396 -6.053878812 91523
FAM114A1 -0.2356987 7.5109247 -0.5321608 0.6137333 0.827237791 -6.707445574 92689
FAM114A2 0.7041937 6.7390041 3.048199 0.02256237 0.135628532 -3.649832153 10827
FAM115A 0.38666075 7.70073535 1.3534275 0.22719295 0.5105267085 -5.942747267 9747
FAM115C -0.66649075 3.8706852 -0.712595 0.51068015 0.763186846 -6.569918486 285966
FAM116A -0.5902391 8.8561848 -2.687854 0.03615378 0.178783089 -4.145490648 201627
FAM116B 0.3407112 4.6155525 1.229657 0.2648502 0.556697372 -6.089848009 414918
FAM117A -0.07834277 9.9346218 -0.2386406 0.8193256 0.92062718 -6.834395401 81558
FAM117B 1.4196815 8.34213025 2.8263185 0.03015756 0.161125017 -3.953787773 150864
FAM118A -0.54256695 6.5376417 -1.11333435 0.4253375 0.610963103 -6.032460357 55007
FAM118B 0.3850785 7.1048556 1.390007 0.2139005 0.495662101 -5.902005828 79607
FAM119A -0.2510463734 9.39556552 -0.965242074 0.470950774 0.6185302332 -5.84217387 151194
FAM119B 0.20299785 6.17147355 0.9092339 0.4543275 0.67764717 -6.321875574 25895
FAM120A -0.08911576 8.730569375 -0.37087767 0.6403463 0.82148766225 -6.63831586025 23196
FAM120AOS 0.12863645 9.1728362 0.75036 0.218599345 0.4492877905 -5.4481097045 158293
FAM120B -0.2416715 8.0245347 -0.9661019 0.371301 0.668591364 -6.366847134 84498
FAM120C 0.08585336 7.92020193333333 0.166660566666667 0.567306166666667 0.763884221666667 -6.514310022 54954
FAM122A -0.3439446 7.7924915 -1.443912 0.1988741 0.476035116 -5.836184086 116224
FAM122B 0.5172308 6.7995263 1.18708 0.280057 0.574203976 -6.137484827 159090
FAM122C -0.95721295 4.29691205 -2.9643677 0.208205577 0.3731954805 -3.8327590925 159091
FAM123A -0.2597768 2.8617473 -0.937147 0.4550508 0.666536896 -6.2724484325 219287
FAM123B -0.7330042 6.4756102 -3.054196 0.02238941 0.135004771 -3.641689267 139285
FAM123C 0.15881555 2.3039543 0.5549588 0.59945125 0.819427112 -6.6926537155 205147
FAM124A -1.65861653333333 4.76286796666667 -3.47369874 0.312746612666667 0.348617666333333 -2.96423563233333 220108
FAM124B 0.180681 4.1520877 0.6048174 0.5674526 0.80222211 -6.662241103 79843
FAM125A 0.04819695 7.9682929 0.1660281 0.8735879 0.943962404 -6.851233867 93343
FAM125B -0.5813017 4.39729215 -1.4027575 0.2326382 0.5036001915 -5.8585418045 89853
FAM126A -1.04815805 2.69678685 -0.9373731 0.3847688 0.6806585095 -6.3941839095 84668
FAM126B -0.287416366666667 6.54238173333333 -1.21921866666667 0.2714054 0.562812954666667 -6.097588735 285172
FAM127A -0.2520178 11.6648966 -1.256109 0.26831015 0.5525359705 -6.042793447 8933
FAM127B -0.14866716 10.8766836 -0.7083112 0.57684135 0.744957249 -6.432466926 26071
FAM128B -0.224818264 10.45019774 -0.92229568 0.3912295 0.6420333422 -6.2582250744 80097
